Date,close,high,low,open,volume,rsi,macd,macd_sig,ema_20,ema_50,bb_upper,bb_lower,bb_width,return,label,ticker
2019-03-14,43.82036209106445,43.9086110924784,43.5413127001033,43.86090735580744,94318000,75.10771350706675,0.9490499309309257,0.8470507131818278,41.73831063015798,40.21564776386049,43.44918038999303,39.9394975885226,0.08009251028498697,0.013008253937301761,1,AAPL
2019-03-15,44.39038848876953,44.67898009371108,43.82275112158004,44.08749085728255,156171600,77.64207248818657,1.0451524121725555,0.8866710529799733,41.990889473835274,40.379363086405945,43.930373548495716,39.82369291878944,0.0925128337352857,0.010208415222425327,1,AAPL
2019-03-18,44.843544006347656,44.931789362919865,44.311677218092875,44.31406458834656,104879200,79.43464426295908,1.144684968255028,0.9382738360349843,42.26257085788407,40.55442900483503,44.43146091961851,39.74237292742739,0.10456550872802055,-0.007924483810339833,0,AAPL
2019-03-19,44.488182067871094,45.07490392114361,44.34269438014027,44.92226139953133,126585600,74.39720360252672,1.1812735117658875,0.9868737711811649,42.47453383026379,40.708693830836445,44.75559112418585,39.79030883919305,0.11160901736595506,0.008738491773928159,1,AAPL
2019-03-20,44.8769416809082,45.19415263672283,44.05887055501057,44.41662677956,124140800,76.17708019432399,1.227490106020774,1.0349970381490867,42.70333457794421,40.87215453083926,45.12286045308756,39.807747914832355,0.11843749460575187,0.03683006295104452,1,AAPL
2019-03-21,46.529762268066406,46.82550865122841,45.27046095796305,45.32054841838831,204136800,81.92901113410731,1.3815601329052143,1.1043096571003124,43.06775626271775,41.0940215009266,45.831227487724675,39.67250481208001,0.13236093148645697,-0.02070818130078811,0,AAPL
2019-03-22,45.56621551513672,47.14988281885893,45.501818379976086,46.58939664841029,169630800,71.14468750325,1.4096618644709409,1.1653800985744383,43.305704762948125,41.26940165834661,46.197326367066346,39.73762160046295,0.14176522437895975,-0.012091175236983775,0,AAPL
2019-03-25,45.01526641845703,45.788017395190856,44.504867775579754,45.67592017387485,175381200,65.81043775508196,1.3716640126637074,1.206636881392292,43.46852015871088,41.41629831560584,46.41947407241774,39.86154361251879,0.1456823647101662,-0.010331781362829084,0,AAPL
2019-03-26,44.55017852783203,46.00267123954299,44.023086513229856,45.71169595103682,199202000,61.610943704400654,1.289161088916856,1.223141722897205,43.57153524148433,41.539195578830395,46.54066734169042,40.03752555992091,0.14597341686760643,0.00899434365292584,1,AAPL
2019-03-27,44.95087814331055,45.258546900327964,44.4929506048766,45.017659015210214,119393600,63.75678446008203,1.2417953933252477,1.2268724569828136,43.702901232134444,41.67298705194726,46.69463223353906,40.207926283917,0.14430654566839413,0.001326419432154946,1,AAPL
2019-03-28,45.010501861572266,45.210844466944145,44.72668135098658,45.065356795101245,83121600,64.07854206619056,1.1952903114173736,1.2205560278697256,43.827434625414234,41.80386998565805,46.78964878742956,40.484260972091924,0.14008703645939274,0.0065175422843162245,1,AAPL
