Date,close,high,low,open,volume,rsi,macd,macd_sig,ema_20,ema_50,bb_upper,bb_lower,bb_width,return,label,ticker
2019-04-18,18.21733283996582,18.32266616821289,17.983333587646484,18.082000732421875,88144500,47.28184165569185,-0.24906387116618944,-0.2803764713675281,18.31731637207027,18.923926152960583,19.309509479037093,17.207557285794447,0.11538199426379858,-0.03846152638080802,0,TSLA
2019-04-22,17.516666412353516,17.978666305541992,17.498666763305664,17.933332443237305,182206500,40.8119191181209,-0.28413596952617226,-0.2811283709992569,18.241063994954388,18.868739496466187,19.318811753309447,17.18638844200305,0.12173682258414872,0.004376739071872082,1,TSLA
2019-04-23,17.593332290649414,17.706666946411133,17.049999237060547,17.343332290649414,164158500,41.75113973843424,-0.30226029596094506,-0.28535475599159454,18.179375261211057,18.81872352761063,19.295861187201034,17.23253885247182,0.11727865424481515,-0.019855977462206353,0,TSLA
2019-04-24,17.243999481201172,17.687999725341797,17.200000762939453,17.59000015258789,160912500,38.734952277987276,-0.3408827097793754,-0.2964603467491507,18.090291853591065,18.75696964343771,19.345006706923385,17.122659919053177,0.1288765283421016,-0.0426428039397303,0,TSLA
2019-04-25,16.5086669921875,17.266666412353516,16.404666900634766,17.0,327741000,33.284192083859665,-0.4259167344327466,-0.32235162428586994,17.939660914409775,18.668800912016135,19.48313290690001,16.8032003679413,0.16233488386596875,-0.05043819414148287,0,TSLA
2019-04-26,15.675999641418457,16.44533348083496,15.408666610717773,16.433332443237305,335410500,28.4090888152364,-0.5541086878899506,-0.3687030370066861,17.72407412650584,18.551436156306423,19.698712899678156,16.297753641612125,0.2169532620478098,0.026920128922461872,1,TSLA
2019-04-29,16.097999572753906,16.26533317565918,15.477999687194824,15.723999977111816,250717500,33.70851757740296,-0.6145655379520001,-0.41787553719574894,17.56920988329137,18.455222956951424,19.73075686697358,16.00977629418975,0.23114552562677682,-0.011512753335668258,0,TSLA
2019-04-30,15.912667274475098,16.28066635131836,15.800000190734863,16.137332916259766,141969000,32.56829507613176,-0.6697127629293824,-0.46824298234247563,17.411443920546965,18.35551489097196,19.63013797000649,15.773795173609233,0.2423442110539865,-0.019607038171323476,0,TSLA
2019-05-01,15.600666999816895,16.0,15.433333396911621,15.923333168029785,160566000,30.68644475695494,-0.730176134745605,-0.5206296128231016,17.23898897571553,18.247481640338428,19.557177194173885,15.500956026498724,0.2600030606205984,0.043117745928183515,1,TSLA
2019-05-02,16.273332595825195,16.475332260131836,15.847999572753906,16.368000030517578,272389500,38.88549044895388,-0.715566693213546,-0.5596170289011906,17.14702170144026,18.170064030749675,19.26380341550285,15.476263017450028,0.23274522140747536,0.044776827893111326,1,TSLA
2019-05-03,17.00200080871582,17.107332229614258,16.232667922973633,16.257333755493164,355602000,46.29628468751344,-0.6378385645665112,-0.5752613360342548,17.133210187847457,18.1242576298856,19.214269073283457,15.440797512257316,0.22194279387939614,0.0012155112018303882,1,TSLA
2019-05-06,17.022666931152344,17.22333335876465,16.566667556762695,16.667999267578125,162508500,46.49445249013514,-0.5680230629584706,-0.5738136814190979,17.1226822586384,18.08105799464116,19.095162534509708,15.429103994573541,0.21536334786807662,-0.03242735395158203,0,TSLA
2019-05-07,16.470666885375977,17.1473331451416,16.34000015258789,17.1200008392334,151971000,42.032928710627196,-0.550885302524545,-0.5692280056401874,17.06058555642293,18.01790540212096,18.98440731862913,15.365592586003439,0.21971270245522212,-0.008985714919320764,0,TSLA
2019-05-08,16.32266616821289,16.706666946411133,16.280000686645508,16.46266746520996,92646000,40.899715190362954,-0.5429867120719507,-0.5639797469265401,16.990307519450543,17.95142543216378,18.870616504258294,15.296250084334234,0.2189817755928169,-0.011681069548660883,0,TSLA
2019-05-09,16.131999969482422,16.245332717895508,15.795999526977539,16.133333206176758,100671000,39.42506475537641,-0.5458203141850575,-0.5603478603782436,16.908563943263104,17.880075414019412,18.694556538686033,15.245110113993409,0.2138263346899384,-0.010166102021160528,0,TSLA
2019-05-10,15.968000411987305,16.132667541503906,15.73466682434082,15.983332633972168,105124500,38.15089531377519,-0.5549027840831435,-0.5592588451192235,16.81898646409398,17.80509208060639,18.596062123912137,15.15093790279074,0.21575176178822705,-0.052229494360313766,0,TSLA
2019-05-13,15.133999824523926,15.498000144958496,14.966667175292969,15.46733283996582,162522000,32.41378859094429,-0.6222249622444416,-0.5718520685442672,16.65851154603969,17.700343364681586,18.557041300550132,14.918692074999186,0.24040896443352505,0.02334699863237777,1,TSLA
2019-05-14,15.487333297729492,15.633333206176758,15.199999809265137,15.286666870117188,108786000,36.75319097105752,-0.6396932297533411,-0.585420300786082,16.54697076048634,17.613558656173662,18.457921229989505,14.79067877611401,0.23678979352843968,-0.00154966432150061,0,TSLA
2019-05-15,15.463333129882812,15.496000289916992,15.016667366027832,15.288000106811523,109440000,36.58138189291617,-0.6480037862936285,-0.5979369978875912,16.443767176619335,17.529236086515198,18.230890968358636,14.741642257654549,0.22564661068842473,-0.01560679096708617,0,TSLA
2019-05-16,15.222000122070312,15.399999618530273,15.100000381469727,15.299332618713379,112249500,34.818789640999924,-0.6663818835077446,-0.611625975011622,16.32740840951943,17.43875624477226,18.0082946850816,14.678238479896429,0.2187660083090486,-0.07576748791335908,0,TSLA
2019-05-17,14.0686674118042,14.815999984741211,13.928000450134277,14.797332763671875,266800500,27.90014816346411,-0.7651903310499151,-0.6423388462192806,16.112290219260835,17.306595898381357,17.848299294406793,14.423367327755074,0.24344395004874866,-0.02686823480397693,0,TSLA
2019-05-20,13.690667152404785,13.733332633972168,13.016667366027832,13.520000457763672,307893000,26.07163695169291,-0.8640381060159577,-0.6866786981786162,15.881659450988831,17.164794771088157,17.842053977396894,14.047012718770098,0.2771991471547967,-0.0013634997375607805,0,TSLA
2019-05-21,13.67199993133545,13.826666831970215,13.06933307647705,13.184000015258789,270058500,25.98108025362224,-0.9331254788978338,-0.7359680543224597,15.67121568721232,17.027822424431186,17.73239971774462,13.764533742490975,0.2902184022221592,-0.06022036210467108,0,TSLA
2019-05-22,12.84866714477539,13.595999717712402,12.785332679748535,13.273332595825195,280278000,22.301729105985913,-1.042298822631757,-0.7972342079843192,15.402401540313564,16.863933982091744,17.759674008490123,13.297726218102893,0.3472693112920725,0.014320552722358215,1,TSLA
2019-05-23,13.03266716003418,13.29800033569336,12.414667129516602,12.956000328063965,398206500,24.862654995889685,-1.1012773804923146,-0.8580428424859183,15.176712551715529,16.713688224363995,17.78602904807545,12.923771195302237,0.37308233173358046,-0.02486063325357668,0,TSLA
